review_id,product_id,customer_id,rating,review_text,review_date
REV22839,PROD103,CUST2053,5,very good,2023-01-29
REV22840,PROD112,CUST5772,4,very good,2023-04-06
REV22841,PROD109,CUST1784,5,bad,2024-03-22
REV22842,PROD100,CUST5652,5,very bad,2025-05-03
REV22843,PROD110,CUST3815,2,average,2024-09-06
REV22844,PROD101,CUST3932,3,bad,2023-12-26
REV22845,PROD100,CUST4964,3,very bad,2024-07-16
REV22846,PROD114,CUST3751,3,very bad,2023-04-16
REV22847,PROD113,CUST5345,1,very good,2025-01-01
REV22848,PROD110,CUST4130,4,average,2023-11-23
REV22849,PROD112,CUST2270,3,very good,2024-03-20
REV22850,PROD106,CUST1253,3,average,2024-04-10
REV22851,PROD114,CUST4660,3,very good,2024-11-24
REV22852,PROD110,CUST1972,2,good,2025-04-19
REV22853,PROD109,CUST2501,3,bad,2023-03-22
REV22854,PROD112,CUST5400,2,good,2025-04-16
REV22855,PROD114,CUST1520,1,very bad,2022-09-06
REV22856,PROD100,CUST1201,4,average,2024-04-08
REV22857,PROD102,CUST4467,1,bad,2025-08-23
REV22858,PROD114,CUST5173,1,very bad,2023-08-01
REV22859,PROD101,CUST2794,2,very good,2023-10-19
REV22860,PROD112,CUST2866,5,very bad,2023-12-19
REV22861,PROD102,CUST5884,3,good,2023-12-06
REV22862,PROD103,CUST4639,2,very bad,2025-02-28
REV22863,PROD111,CUST5468,1,bad,2023-06-19
REV22864,PROD104,CUST1658,5,very good,2025-06-30
REV22865,PROD101,CUST1860,2,very good,2024-09-29
REV22866,PROD108,CUST5263,2,bad,2024-12-02
REV22867,PROD108,CUST3621,1,very good,2025-04-17
REV22868,PROD100,CUST4169,5,good,2025-05-25
REV22869,PROD112,CUST1139,1,average,2024-12-26
REV22870,PROD112,CUST3798,2,very good,2024-07-24
REV22871,PROD109,CUST2854,1,very good,2022-11-18
REV22872,PROD103,CUST4307,4,average,2023-10-12
REV22873,PROD101,CUST5502,1,average,2022-11-17
REV22874,PROD102,CUST4593,5,good,2024-12-23
REV22875,PROD105,CUST1920,4,average,2025-08-22
REV22876,PROD102,CUST5500,2,very good,2022-09-19
REV22877,PROD102,CUST5066,3,bad,2024-05-05
REV22878,PROD107,CUST2310,2,average,2023-09-27
REV22879,PROD111,CUST3415,1,average,2023-05-27
REV22880,PROD109,CUST4554,4,average,2024-03-22
REV22881,PROD106,CUST4001,5,very bad,2023-10-13
REV22882,PROD107,CUST1898,5,good,2022-10-02
REV22883,PROD105,CUST1787,5,bad,2025-01-13
REV22884,PROD107,CUST3927,5,bad,2024-08-26
REV22885,PROD113,CUST2390,1,very good,2023-05-03
REV22886,PROD107,CUST4018,4,very bad,2025-05-06
REV22887,PROD109,CUST4646,1,bad,2023-12-30
REV22888,PROD101,CUST2973,5,average,2025-04-25
REV22889,PROD102,CUST1575,4,very good,2025-01-29
REV22890,PROD107,CUST4538,1,good,2024-07-06
REV22891,PROD114,CUST2781,4,very good,2024-11-22
REV22892,PROD101,CUST4756,3,bad,2024-12-08
REV22893,PROD112,CUST2107,5,good,2024-05-09
REV22894,PROD103,CUST3442,4,bad,2023-11-17
REV22895,PROD113,CUST4076,1,good,2023-07-30
REV22896,PROD108,CUST1716,3,very good,2025-04-30
REV22897,PROD106,CUST2857,3,very bad,2023-07-07
REV22898,PROD102,CUST4366,4,very good,2022-11-30
REV22899,PROD104,CUST5856,4,very good,2023-08-15
REV22900,PROD111,CUST2965,3,very good,2023-06-02
REV22901,PROD107,CUST3800,5,bad,2023-10-01
REV22902,PROD100,CUST1385,2,good,2023-06-03
REV22903,PROD110,CUST4967,2,average,2025-05-03
REV22904,PROD107,CUST4524,3,very good,2023-02-07
REV22905,PROD111,CUST1271,5,average,2022-12-30
REV22906,PROD113,CUST5881,2,average,2023-12-02
REV22907,PROD113,CUST1038,3,average,2024-03-10
REV22908,PROD112,CUST5516,4,very good,2023-10-23
REV22909,PROD114,CUST4739,5,average,2023-04-26
REV22910,PROD104,CUST5734,4,bad,2024-01-15
REV22911,PROD100,CUST5601,5,very good,2024-02-22
REV22912,PROD100,CUST1742,3,bad,2023-12-21
REV22913,PROD112,CUST4673,1,average,2024-01-07
REV22914,PROD112,CUST3776,3,very bad,2023-05-10
REV22915,PROD100,CUST1630,3,good,2024-09-08
REV22916,PROD104,CUST4073,2,very good,2025-06-02
REV22917,PROD103,CUST2456,2,very good,2025-08-03
REV22918,PROD106,CUST4533,5,very bad,2023-02-23
REV22919,PROD110,CUST3652,4,average,2024-06-15
REV22920,PROD111,CUST5039,5,very bad,2023-05-17
REV22921,PROD104,CUST4953,3,average,2023-03-21
REV22922,PROD112,CUST4574,5,very good,2022-12-26
REV22923,PROD104,CUST2250,3,good,2025-07-28
REV22924,PROD112,CUST2045,1,very bad,2024-10-30
REV22925,PROD106,CUST2167,5,very good,2025-08-15
REV22926,PROD105,CUST4195,5,very bad,2024-09-30
REV22927,PROD104,CUST1084,1,bad,2024-07-26
REV22928,PROD102,CUST1454,4,average,2023-07-12
REV22929,PROD104,CUST4559,5,bad,2023-02-08
REV22930,PROD102,CUST5147,1,very bad,2024-06-18
REV22931,PROD103,CUST5194,2,very good,2024-12-02
REV22932,PROD111,CUST2206,5,average,2023-09-14
REV22933,PROD103,CUST3355,5,very bad,2025-01-02
REV22934,PROD103,CUST4086,5,good,2024-06-01
REV22935,PROD108,CUST4482,2,very good,2025-01-07
REV22936,PROD102,CUST2902,1,very bad,2023-07-27
REV22937,PROD100,CUST2488,5,very good,2025-07-10
REV22938,PROD109,CUST1315,3,bad,2023-02-18
REV22939,PROD107,CUST4375,3,good,2024-12-11
REV22940,PROD110,CUST4289,1,bad,2023-06-27
REV22941,PROD114,CUST2021,5,bad,2024-12-07
REV22942,PROD107,CUST2470,1,very bad,2023-12-30
REV22943,PROD109,CUST4698,2,very bad,2023-07-17
REV22944,PROD102,CUST3482,2,average,2025-03-09
REV22945,PROD104,CUST3134,4,average,2023-10-18
REV22946,PROD101,CUST2148,1,bad,2025-02-19
REV22947,PROD107,CUST3411,3,average,2024-11-27
REV22948,PROD104,CUST2427,5,average,2025-08-16
REV22949,PROD108,CUST4559,4,very bad,2022-09-17
REV22950,PROD104,CUST1943,4,good,2023-12-11
REV22951,PROD113,CUST3692,3,very good,2023-09-18
REV22952,PROD100,CUST4807,3,average,2024-04-05
REV22953,PROD109,CUST2724,1,bad,2024-09-13
REV22954,PROD110,CUST3240,5,very good,2025-06-25
REV22955,PROD107,CUST5424,4,average,2023-11-15
REV22956,PROD109,CUST1465,1,very good,2025-03-13
REV22957,PROD113,CUST3564,1,very good,2023-05-28
REV22958,PROD108,CUST1919,4,bad,2023-09-17
REV22959,PROD107,CUST2896,2,very good,2023-05-07
REV22960,PROD111,CUST3102,3,average,2025-07-22
REV22961,PROD109,CUST1896,5,good,2023-06-30
REV22962,PROD104,CUST1349,5,good,2023-06-28
REV22963,PROD112,CUST4830,3,very good,2025-01-25
REV22964,PROD110,CUST2489,4,good,2025-08-21
REV22965,PROD106,CUST5084,4,bad,2025-01-05
REV22966,PROD108,CUST3175,1,average,2022-11-22
REV22967,PROD112,CUST5954,5,bad,2023-09-23
REV22968,PROD102,CUST2742,1,good,2023-10-10
REV22969,PROD107,CUST1444,1,very good,2025-03-05
REV22970,PROD110,CUST2853,1,bad,2022-09-26
REV22971,PROD105,CUST5730,3,average,2022-09-24
REV22972,PROD114,CUST5921,5,bad,2023-04-27
REV22973,PROD104,CUST1359,4,very good,2023-04-24
REV22974,PROD103,CUST3156,1,good,2024-04-16
REV22975,PROD104,CUST3296,2,good,2023-07-08
REV22976,PROD114,CUST3323,3,bad,2024-03-14
REV22977,PROD100,CUST1725,3,average,2024-03-19
REV22978,PROD104,CUST1849,2,good,2023-04-17
REV22979,PROD105,CUST3931,3,good,2024-04-05
REV22980,PROD102,CUST5630,3,good,2025-03-30
REV22981,PROD104,CUST5041,5,very good,2023-05-14
REV22982,PROD107,CUST1456,5,very bad,2024-07-08
REV22983,PROD108,CUST5449,3,very bad,2023-09-16
REV22984,PROD113,CUST2947,5,very good,2023-08-05
REV22985,PROD110,CUST1193,3,average,2023-08-30
REV22986,PROD102,CUST2501,4,average,2024-10-05
REV22987,PROD101,CUST2098,2,average,2023-05-23
REV22988,PROD109,CUST1328,3,good,2023-08-25
REV22989,PROD101,CUST3418,1,very bad,2024-11-17
REV22990,PROD113,CUST3555,2,very good,2023-10-02
REV22991,PROD110,CUST1055,2,very good,2023-03-07
REV22992,PROD103,CUST1079,2,very bad,2025-01-23
REV22993,PROD103,CUST2306,5,average,2022-09-24
REV22994,PROD108,CUST2716,4,very bad,2023-02-16
REV22995,PROD110,CUST1145,3,bad,2025-03-06
REV22996,PROD111,CUST1730,2,good,2024-09-27
REV22997,PROD111,CUST3438,2,very good,2023-01-06
REV22998,PROD106,CUST4021,2,very good,2024-11-19
REV22999,PROD110,CUST4217,5,very good,2024-09-12
REV23000,PROD104,CUST3647,5,average,2024-08-03
REV23001,PROD104,CUST1095,4,good,2024-10-01
REV23002,PROD106,CUST2921,2,very bad,2023-03-12
REV23003,PROD106,CUST2596,1,very bad,2024-09-25
REV23004,PROD113,CUST3137,5,very bad,2023-04-10
REV23005,PROD100,CUST3431,1,good,2024-12-27
REV23006,PROD109,CUST3065,3,average,2025-07-03
REV23007,PROD113,CUST3003,1,good,2022-09-09
REV23008,PROD103,CUST5242,3,very good,2023-03-08
REV23009,PROD104,CUST3174,2,bad,2024-05-23
REV23010,PROD112,CUST1504,5,good,2024-09-29
REV23011,PROD110,CUST2410,5,bad,2024-10-08
REV23012,PROD114,CUST1698,4,bad,2024-12-25
REV23013,PROD110,CUST5435,1,average,2023-08-07
REV23014,PROD101,CUST2354,1,good,2024-04-09
REV23015,PROD100,CUST4752,2,very good,2023-01-23
REV23016,PROD108,CUST4086,5,bad,2025-05-10
REV23017,PROD110,CUST5411,5,good,2024-02-24
REV23018,PROD113,CUST5930,3,very good,2025-07-08
REV23019,PROD107,CUST4219,4,good,2025-05-15
REV23020,PROD108,CUST3505,1,average,2022-09-23
REV23021,PROD108,CUST4606,3,very good,2025-06-15
REV23022,PROD100,CUST1878,1,very good,2022-12-15
REV23023,PROD111,CUST1961,1,good,2022-09-24
REV23024,PROD107,CUST1337,3,bad,2024-06-23
REV23025,PROD106,CUST5446,2,good,2023-05-29
REV23026,PROD105,CUST4114,3,very bad,2023-01-18
REV23027,PROD110,CUST2460,2,average,2022-09-21
REV23028,PROD105,CUST4492,2,average,2024-12-10
REV23029,PROD102,CUST5547,5,good,2024-07-12
REV23030,PROD100,CUST5371,2,very good,2022-12-02
REV23031,PROD100,CUST2930,2,bad,2023-10-28
REV23032,PROD111,CUST2540,2,bad,2024-12-26
REV23033,PROD109,CUST3083,3,good,2022-10-04
REV23034,PROD110,CUST4497,3,average,2024-09-04
REV23035,PROD105,CUST4636,2,very bad,2023-05-28
REV23036,PROD108,CUST4824,5,average,2024-10-31
REV23037,PROD113,CUST5663,2,very good,2023-03-19
REV23038,PROD106,CUST5956,2,bad,2023-02-27
REV23039,PROD108,CUST4928,5,very good,2023-02-27
REV23040,PROD108,CUST3547,3,average,2023-05-23
REV23041,PROD102,CUST4326,5,very good,2023-03-03
REV23042,PROD106,CUST5928,3,very good,2022-08-25
REV23043,PROD101,CUST1647,4,bad,2024-01-07
REV23044,PROD104,CUST1015,4,bad,2022-11-12
REV23045,PROD110,CUST5457,3,good,2024-06-20
REV23046,PROD114,CUST2622,3,very bad,2023-06-30
REV23047,PROD103,CUST4387,4,very bad,2024-08-09
REV23048,PROD107,CUST3727,5,bad,2022-09-19
REV23049,PROD108,CUST4678,3,average,2023-01-11
REV23050,PROD105,CUST3801,3,good,2023-06-24
REV23051,PROD108,CUST5523,2,very good,2023-02-17
REV23052,PROD110,CUST2687,1,bad,2025-06-02
REV23053,PROD103,CUST5001,1,good,2024-12-09
REV23054,PROD113,CUST4828,1,bad,2023-10-20
REV23055,PROD107,CUST2524,4,average,2022-11-23
REV23056,PROD111,CUST2713,4,average,2023-04-25
REV23057,PROD106,CUST4313,3,average,2024-09-04
REV23058,PROD107,CUST3263,1,bad,2024-07-26
REV23059,PROD112,CUST2109,4,good,2025-03-31
REV23060,PROD100,CUST3411,1,good,2023-03-11
REV23061,PROD105,CUST3114,5,average,2023-10-30
REV23062,PROD106,CUST1646,4,very bad,2022-12-03
REV23063,PROD102,CUST4969,4,good,2023-07-21
REV23064,PROD100,CUST1358,1,average,2025-01-05
REV23065,PROD110,CUST5184,4,very good,2025-02-03
REV23066,PROD108,CUST5768,5,very good,2024-11-19
REV23067,PROD102,CUST5217,3,good,2023-11-29
REV23068,PROD105,CUST5785,1,average,2022-09-04
REV23069,PROD112,CUST4345,4,average,2025-08-16
REV23070,PROD102,CUST4173,3,very good,2023-12-09
REV23071,PROD106,CUST2716,1,average,2023-02-19
REV23072,PROD114,CUST4499,1,very good,2023-11-22
REV23073,PROD108,CUST2653,4,very bad,2025-05-14
REV23074,PROD113,CUST2185,2,average,2025-04-17
REV23075,PROD113,CUST3961,4,good,2023-11-01
REV23076,PROD101,CUST2251,3,very good,2024-01-01
REV23077,PROD109,CUST5299,1,bad,2023-04-09
REV23078,PROD101,CUST4271,2,bad,2025-02-15
REV23079,PROD110,CUST1850,3,good,2022-09-19
REV23080,PROD108,CUST1693,1,very good,2023-10-28
REV23081,PROD113,CUST3202,4,good,2022-11-08
REV23082,PROD105,CUST5418,4,average,2025-06-16
REV23083,PROD107,CUST1307,4,very bad,2024-11-18
REV23084,PROD103,CUST3678,3,very bad,2023-04-12
REV23085,PROD104,CUST2348,3,bad,2025-07-04
REV23086,PROD108,CUST5813,3,good,2024-10-28
REV23087,PROD109,CUST2977,3,good,2025-08-17
REV23088,PROD108,CUST3551,5,average,2025-06-18
REV23089,PROD114,CUST1496,1,bad,2023-02-17
REV23090,PROD103,CUST4771,3,very bad,2024-01-20
REV23091,PROD106,CUST3453,1,bad,2022-10-11
REV23092,PROD101,CUST3904,4,bad,2024-03-24
REV23093,PROD113,CUST5775,5,very good,2025-02-13
REV23094,PROD100,CUST1664,4,bad,2023-10-05
REV23095,PROD105,CUST3792,1,very good,2023-06-19
REV23096,PROD102,CUST5140,1,very good,2024-07-28
REV23097,PROD107,CUST2860,1,very bad,2023-12-08
REV23098,PROD100,CUST4413,2,good,2025-02-22
REV23099,PROD114,CUST4948,3,average,2024-08-12
REV23100,PROD106,CUST4874,1,very bad,2025-03-27
REV23101,PROD105,CUST3711,3,very bad,2023-07-29
REV23102,PROD109,CUST1754,3,very good,2024-04-10
REV23103,PROD100,CUST1671,2,bad,2023-03-27
REV23104,PROD102,CUST1381,3,very good,2022-12-31
REV23105,PROD105,CUST2928,2,very good,2023-04-11
REV23106,PROD108,CUST2294,4,very bad,2023-11-12
REV23107,PROD107,CUST1179,2,average,2024-05-01
REV23108,PROD107,CUST2456,2,good,2024-02-26
REV23109,PROD105,CUST4418,3,bad,2023-04-14
REV23110,PROD101,CUST3703,3,very bad,2023-08-18
REV23111,PROD104,CUST3302,2,bad,2024-03-21
REV23112,PROD106,CUST2827,2,good,2024-10-04
REV23113,PROD108,CUST5915,3,very good,2024-09-14
REV23114,PROD106,CUST1612,1,average,2024-08-25
REV23115,PROD105,CUST3533,3,bad,2022-09-04
REV23116,PROD100,CUST2158,3,good,2023-12-15
REV23117,PROD104,CUST3421,5,very bad,2025-08-23
REV23118,PROD108,CUST1671,4,good,2025-01-18
REV23119,PROD110,CUST5639,5,average,2024-01-27
REV23120,PROD106,CUST2270,2,average,2023-09-15
REV23121,PROD114,CUST1500,4,good,2024-02-16
REV23122,PROD100,CUST1380,1,very bad,2023-08-28
REV23123,PROD108,CUST3675,3,average,2023-09-12
REV23124,PROD107,CUST5429,5,very good,2023-06-29
REV23125,PROD108,CUST2656,2,average,2024-05-15
REV23126,PROD109,CUST5814,5,average,2024-11-01
REV23127,PROD109,CUST5905,5,good,2023-02-18
REV23128,PROD113,CUST5052,1,very good,2022-09-01
REV23129,PROD113,CUST1652,1,very bad,2023-04-06
REV23130,PROD106,CUST4000,1,very good,2023-11-28
REV23131,PROD113,CUST2308,3,average,2023-01-09
REV23132,PROD112,CUST1180,3,bad,2025-06-08
REV23133,PROD107,CUST3441,3,average,2024-02-07
REV23134,PROD100,CUST1176,3,average,2024-01-24
REV23135,PROD107,CUST3311,3,very bad,2023-04-10
REV23136,PROD110,CUST5619,4,very good,2025-06-23
REV23137,PROD114,CUST3487,3,good,2025-06-25
REV23138,PROD111,CUST1875,5,very bad,2023-03-05
REV23139,PROD103,CUST4884,5,very bad,2023-05-30
REV23140,PROD111,CUST5144,1,very good,2024-04-28
REV23141,PROD102,CUST1309,4,good,2023-10-06
REV23142,PROD100,CUST4603,2,good,2025-02-04
REV23143,PROD113,CUST2484,3,very bad,2022-09-02
REV23144,PROD107,CUST3652,1,very good,2023-11-26
REV23145,PROD114,CUST1651,3,good,2024-03-26
REV23146,PROD109,CUST1171,5,very good,2024-04-24
REV23147,PROD102,CUST5635,1,very bad,2023-10-09
REV23148,PROD111,CUST3792,3,average,2023-05-18
REV23149,PROD104,CUST3211,3,bad,2024-12-24
REV23150,PROD105,CUST1150,5,average,2023-09-18
REV23151,PROD113,CUST1028,4,very bad,2025-03-23
REV23152,PROD109,CUST5908,4,good,2024-03-27
REV23153,PROD107,CUST2102,4,very good,2024-02-06
REV23154,PROD111,CUST5045,1,bad,2023-12-18
REV23155,PROD113,CUST3284,4,very bad,2023-07-05
REV23156,PROD104,CUST4716,2,very bad,2024-07-25
REV23157,PROD112,CUST3694,3,very good,2024-03-10
REV23158,PROD109,CUST4753,5,very bad,2025-04-08
REV23159,PROD112,CUST2442,1,bad,2023-09-15
REV23160,PROD101,CUST5706,3,average,2023-12-29
REV23161,PROD110,CUST1377,3,very good,2023-02-18
REV23162,PROD114,CUST2148,5,average,2024-10-03
REV23163,PROD101,CUST3909,4,good,2024-11-18
REV23164,PROD105,CUST3842,3,very bad,2024-10-12
REV23165,PROD110,CUST5865,5,very bad,2022-11-06
REV23166,PROD103,CUST2540,3,very bad,2025-06-02
REV23167,PROD108,CUST1608,2,very bad,2023-09-30
REV23168,PROD103,CUST3072,1,very good,2022-11-28
REV23169,PROD100,CUST2657,4,good,2022-10-06
REV23170,PROD111,CUST1477,5,very good,2024-04-26
REV23171,PROD103,CUST4121,4,bad,2023-02-12
REV23172,PROD112,CUST5001,1,good,2025-05-08
REV23173,PROD109,CUST3900,4,very bad,2023-06-06
REV23174,PROD106,CUST4179,2,average,2024-11-25
REV23175,PROD108,CUST1401,5,very bad,2022-12-08
REV23176,PROD103,CUST1977,4,very good,2024-04-30
REV23177,PROD112,CUST2965,1,bad,2022-09-20
REV23178,PROD112,CUST3992,5,very good,2025-01-10
REV23179,PROD114,CUST5689,1,average,2023-11-29
REV23180,PROD105,CUST5006,2,average,2023-04-18
REV23181,PROD112,CUST4866,5,good,2025-02-23
REV23182,PROD108,CUST4047,3,average,2023-03-08
REV23183,PROD103,CUST4192,1,average,2023-12-09
REV23184,PROD107,CUST1712,5,very bad,2023-06-16
REV23185,PROD109,CUST2830,4,bad,2024-12-13
REV23186,PROD114,CUST4693,2,average,2025-04-11
REV23187,PROD100,CUST4894,1,very good,2022-09-06
REV23188,PROD111,CUST1412,1,good,2023-09-16
REV23189,PROD100,CUST2261,5,very bad,2025-07-27
REV23190,PROD114,CUST1590,4,good,2022-09-30
REV23191,PROD108,CUST4681,4,bad,2022-12-05
REV23192,PROD114,CUST4045,3,bad,2024-07-12
REV23193,PROD109,CUST2274,2,very bad,2024-05-27
REV23194,PROD100,CUST2694,5,bad,2022-11-05
REV23195,PROD109,CUST4389,1,average,2024-10-27
REV23196,PROD105,CUST5874,5,very good,2025-05-20
REV23197,PROD103,CUST2552,1,good,2023-01-28
REV23198,PROD104,CUST1825,1,bad,2023-03-02
REV23199,PROD108,CUST1560,5,very good,2025-08-19
REV23200,PROD101,CUST2454,1,good,2025-01-15
REV23201,PROD101,CUST4890,2,very good,2024-01-02
REV23202,PROD105,CUST4819,2,very bad,2023-09-23
REV23203,PROD106,CUST3585,4,very bad,2024-05-07
REV23204,PROD103,CUST1724,2,good,2024-08-02
REV23205,PROD111,CUST5915,2,bad,2023-12-18
REV23206,PROD104,CUST1648,3,very bad,2024-01-18
REV23207,PROD114,CUST3260,1,very good,2023-11-11
REV23208,PROD107,CUST5596,1,very good,2025-02-11
REV23209,PROD101,CUST2520,1,average,2023-01-08
REV23210,PROD114,CUST2192,1,very bad,2024-04-22
REV23211,PROD106,CUST2304,3,very good,2024-05-04
REV23212,PROD101,CUST2721,5,bad,2022-08-28
REV23213,PROD111,CUST3043,1,very bad,2024-03-25
REV23214,PROD108,CUST1612,4,good,2025-04-03
REV23215,PROD110,CUST1241,2,average,2024-05-13
REV23216,PROD107,CUST2681,2,very bad,2024-07-31
REV23217,PROD110,CUST4173,5,good,2024-05-16
REV23218,PROD112,CUST1650,1,bad,2023-03-29
REV23219,PROD103,CUST1962,5,good,2023-02-17
REV23220,PROD112,CUST1529,2,good,2025-04-16
REV23221,PROD100,CUST2262,1,good,2025-03-02
REV23222,PROD104,CUST1061,5,very bad,2025-07-05
REV23223,PROD101,CUST3360,3,very bad,2025-05-16
REV23224,PROD102,CUST4994,4,very bad,2025-06-07
REV23225,PROD114,CUST5378,1,good,2024-03-26
REV23226,PROD107,CUST1285,2,very bad,2024-09-06
REV23227,PROD107,CUST2693,4,bad,2022-12-27
REV23228,PROD111,CUST5266,4,bad,2024-07-02
REV23229,PROD100,CUST3960,2,very bad,2024-09-29
REV23230,PROD112,CUST5767,3,bad,2022-10-20
REV23231,PROD112,CUST3132,4,very good,2022-12-03
REV23232,PROD102,CUST5348,5,very good,2023-11-13
REV23233,PROD112,CUST2535,2,very good,2024-07-05
REV23234,PROD109,CUST3614,3,good,2022-09-17
REV23235,PROD105,CUST5264,3,good,2024-10-09
REV23236,PROD108,CUST2459,4,bad,2024-05-23
REV23237,PROD108,CUST5467,3,bad,2024-05-19
REV23238,PROD100,CUST5135,1,good,2024-10-01
REV23239,PROD108,CUST5408,2,good,2024-07-09
REV23240,PROD113,CUST2730,3,good,2023-03-10
REV23241,PROD111,CUST1429,2,bad,2025-04-19
REV23242,PROD110,CUST5758,3,very good,2023-08-19
REV23243,PROD100,CUST2443,2,good,2024-03-18
REV23244,PROD105,CUST4968,5,average,2022-11-18
REV23245,PROD101,CUST3435,3,bad,2024-07-25
REV23246,PROD113,CUST5735,5,very bad,2024-12-24
REV23247,PROD101,CUST5472,3,very good,2024-07-01
REV23248,PROD104,CUST2180,1,very good,2023-05-14
REV23249,PROD105,CUST2162,2,very bad,2025-08-06
REV23250,PROD108,CUST2984,4,bad,2024-12-19
REV23251,PROD103,CUST5282,1,bad,2023-08-17
REV23252,PROD106,CUST1406,3,very bad,2024-11-24
REV23253,PROD101,CUST4622,5,bad,2024-10-23
REV23254,PROD112,CUST2477,2,good,2024-12-01
REV23255,PROD108,CUST2146,2,very good,2024-04-09
REV23256,PROD112,CUST4846,4,average,2024-09-07
REV23257,PROD107,CUST1880,4,bad,2023-11-13
REV23258,PROD105,CUST5795,3,bad,2023-10-14
REV23259,PROD101,CUST4881,1,average,2024-11-03
REV23260,PROD107,CUST4872,1,bad,2025-03-10
REV23261,PROD110,CUST4168,2,bad,2022-10-15
REV23262,PROD111,CUST5875,4,bad,2025-07-25
REV23263,PROD101,CUST2855,5,very bad,2023-05-24
REV23264,PROD112,CUST2432,1,very good,2025-02-16
REV23265,PROD108,CUST2249,4,bad,2025-03-15
REV23266,PROD101,CUST3761,5,average,2024-07-17
REV23267,PROD113,CUST2963,3,very bad,2024-12-20
REV23268,PROD110,CUST5427,5,very good,2023-09-03
REV23269,PROD112,CUST2096,3,average,2024-09-18
REV23270,PROD104,CUST2986,3,average,2024-04-26
REV23271,PROD102,CUST2389,3,good,2023-01-19
REV23272,PROD101,CUST4927,2,very good,2024-05-28
REV23273,PROD104,CUST5160,5,very good,2023-02-06
REV23274,PROD111,CUST1334,5,very good,2024-08-12
REV23275,PROD112,CUST5922,5,good,2023-06-03
REV23276,PROD105,CUST4138,3,average,2022-08-29
REV23277,PROD111,CUST4670,4,bad,2025-04-04
REV23278,PROD100,CUST3650,1,bad,2023-04-22
REV23279,PROD100,CUST1542,3,very good,2023-10-17
REV23280,PROD101,CUST3226,4,very bad,2024-03-29
REV23281,PROD107,CUST3819,1,very bad,2022-11-03
REV23282,PROD107,CUST4094,1,average,2023-08-04
REV23283,PROD110,CUST2120,5,very bad,2025-07-10
REV23284,PROD109,CUST1123,5,very good,2024-06-07
REV23285,PROD100,CUST4574,4,average,2023-03-28
REV23286,PROD104,CUST5348,3,average,2024-09-20
REV23287,PROD105,CUST3293,4,very bad,2023-05-17
REV23288,PROD100,CUST2667,3,very bad,2024-04-02
REV23289,PROD107,CUST2133,5,very good,2024-05-29
REV23290,PROD105,CUST5494,3,very good,2025-07-14
REV23291,PROD101,CUST4047,2,good,2025-05-18
REV23292,PROD105,CUST3643,2,bad,2022-09-14
REV23293,PROD105,CUST5736,3,bad,2024-05-24
REV23294,PROD114,CUST5910,5,very bad,2025-05-06
REV23295,PROD110,CUST2270,3,bad,2022-10-15
REV23296,PROD110,CUST5683,5,very good,2023-08-02
REV23297,PROD109,CUST1337,5,very good,2024-01-21
REV23298,PROD106,CUST3516,5,very bad,2024-07-06
REV23299,PROD112,CUST2501,2,average,2023-01-24
REV23300,PROD104,CUST2066,3,average,2025-04-11
REV23301,PROD101,CUST1299,5,average,2023-07-29
REV23302,PROD111,CUST4538,4,very good,2024-02-19
REV23303,PROD112,CUST1656,4,average,2024-07-29
REV23304,PROD100,CUST4749,5,very good,2022-09-05
REV23305,PROD114,CUST3416,2,very bad,2024-06-18
REV23306,PROD102,CUST2741,5,very good,2023-02-15
REV23307,PROD101,CUST4121,1,average,2024-01-08
REV23308,PROD105,CUST3754,3,average,2023-06-10
REV23309,PROD112,CUST4027,3,very bad,2025-01-03
REV23310,PROD109,CUST5111,5,very bad,2023-10-24
REV23311,PROD101,CUST1148,1,bad,2024-07-30
REV23312,PROD110,CUST4850,3,very good,2023-08-07
REV23313,PROD110,CUST3376,3,bad,2023-12-05
REV23314,PROD109,CUST2393,2,good,2023-08-07
REV23315,PROD111,CUST5699,2,very good,2024-07-31
REV23316,PROD103,CUST5819,3,good,2024-06-18
REV23317,PROD101,CUST4298,1,very bad,2023-06-06
REV23318,PROD105,CUST3127,5,very bad,2023-07-01
REV23319,PROD110,CUST3246,3,average,2023-01-27
REV23320,PROD101,CUST5417,1,bad,2023-06-27
REV23321,PROD101,CUST1187,2,very bad,2023-04-12
REV23322,PROD108,CUST2474,2,good,2024-01-24
REV23323,PROD103,CUST1823,2,very bad,2024-08-04
REV23324,PROD110,CUST2301,3,very good,2023-04-25
REV23325,PROD107,CUST1325,3,bad,2024-03-10
REV23326,PROD102,CUST3515,2,very good,2022-09-28
REV23327,PROD104,CUST5061,5,bad,2024-12-09
REV23328,PROD103,CUST2196,5,bad,2022-10-01
REV23329,PROD105,CUST3856,2,very good,2023-11-11
REV23330,PROD109,CUST3690,1,very good,2025-05-16
REV23331,PROD113,CUST1643,4,good,2022-09-18
REV23332,PROD107,CUST5095,3,bad,2025-01-13
REV23333,PROD106,CUST4209,5,average,2024-03-31
REV23334,PROD100,CUST4960,3,average,2024-02-28
REV23335,PROD111,CUST1284,5,very bad,2022-10-09
REV23336,PROD102,CUST3563,4,very bad,2025-07-17
REV23337,PROD105,CUST4846,4,average,2025-03-21
REV23338,PROD109,CUST4469,5,bad,2025-07-25
REV23339,PROD105,CUST4240,4,average,2022-09-27
REV23340,PROD109,CUST5576,4,bad,2025-01-11
