order_item_id,order_id,product_id,quantity,unit_price
1833,ORD11832,PROD112,3,199
1834,ORD11833,PROD107,4,399
1835,ORD11834,PROD109,4,129
1836,ORD11835,PROD113,3,149
1837,ORD11836,PROD109,3,129
1838,ORD11837,PROD107,5,399
1839,ORD11838,PROD112,2,199
1840,ORD11839,PROD103,1,59
1841,ORD11840,PROD112,2,199
1842,ORD11841,PROD106,1,99
1843,ORD11842,PROD104,3,120
1844,ORD11843,PROD108,4,229
1845,ORD11844,PROD109,1,129
1846,ORD11845,PROD100,3,999
1847,ORD11846,PROD101,4,899
1848,ORD11847,PROD110,1,80
1849,ORD11848,PROD112,5,199
1850,ORD11849,PROD111,3,59
1851,ORD11850,PROD111,1,59
1852,ORD11851,PROD101,4,899
1853,ORD11852,PROD109,1,129
1854,ORD11853,PROD105,2,110
1855,ORD11854,PROD110,2,80
1856,ORD11855,PROD100,4,999
1857,ORD11856,PROD105,5,110
1858,ORD11857,PROD109,2,129
1859,ORD11858,PROD101,3,899
1860,ORD11859,PROD105,5,110
1861,ORD11860,PROD100,3,999
1862,ORD11861,PROD104,2,120
1863,ORD11862,PROD105,3,110
1864,ORD11863,PROD106,2,99
1865,ORD11864,PROD110,5,80
1866,ORD11865,PROD101,3,899
1867,ORD11866,PROD108,2,229
1868,ORD11867,PROD111,2,59
1869,ORD11868,PROD114,4,25
1870,ORD11869,PROD103,4,59
1871,ORD11870,PROD108,1,229
1872,ORD11871,PROD107,3,399
1873,ORD11872,PROD100,4,999
1874,ORD11873,PROD101,4,899
1875,ORD11874,PROD108,4,229
1876,ORD11875,PROD104,3,120
1877,ORD11876,PROD102,1,199
1878,ORD11877,PROD108,1,229
1879,ORD11878,PROD108,2,229
1880,ORD11879,PROD100,1,999
1881,ORD11880,PROD111,3,59
1882,ORD11881,PROD112,4,199
1883,ORD11882,PROD107,2,399
1884,ORD11883,PROD105,1,110
1885,ORD11884,PROD102,4,199
1886,ORD11885,PROD107,5,399
1887,ORD11886,PROD106,4,99
1888,ORD11887,PROD112,5,199
1889,ORD11888,PROD101,4,899
1890,ORD11889,PROD102,1,199
1891,ORD11890,PROD108,1,229
1892,ORD11891,PROD105,5,110
1893,ORD11892,PROD109,4,129
1894,ORD11893,PROD107,5,399
1895,ORD11894,PROD112,4,199
1896,ORD11895,PROD102,4,199
1897,ORD11896,PROD102,1,199
1898,ORD11897,PROD109,3,129
1899,ORD11898,PROD103,2,59
1900,ORD11899,PROD102,2,199
1901,ORD11900,PROD100,5,999
1902,ORD11901,PROD107,4,399
1903,ORD11902,PROD112,4,199
1904,ORD11903,PROD107,2,399
1905,ORD11904,PROD100,4,999
1906,ORD11905,PROD100,4,999
1907,ORD11906,PROD105,1,110
1908,ORD11907,PROD101,1,899
1909,ORD11908,PROD112,2,199
1910,ORD11909,PROD113,3,149
1911,ORD11910,PROD101,4,899
1912,ORD11911,PROD107,5,399
1913,ORD11912,PROD114,3,25
1914,ORD11913,PROD102,4,199
1915,ORD11914,PROD102,4,199
1916,ORD11915,PROD113,4,149
1917,ORD11916,PROD105,2,110
1918,ORD11917,PROD113,3,149
1919,ORD11918,PROD105,1,110
1920,ORD11919,PROD106,5,99
1921,ORD11920,PROD110,4,80
1922,ORD11921,PROD100,5,999
1923,ORD11922,PROD102,4,199
1924,ORD11923,PROD104,2,120
1925,ORD11924,PROD101,1,899
1926,ORD11925,PROD109,1,129
1927,ORD11926,PROD106,2,99
1928,ORD11927,PROD114,5,25
1929,ORD11928,PROD108,5,229
1930,ORD11929,PROD114,1,25
1931,ORD11930,PROD104,1,120
1932,ORD11931,PROD108,1,229
1933,ORD11932,PROD107,4,399
1934,ORD11933,PROD103,1,59
1935,ORD11934,PROD100,5,999
1936,ORD11935,PROD101,4,899
1937,ORD11936,PROD101,4,899
1938,ORD11937,PROD102,3,199
1939,ORD11938,PROD114,3,25
1940,ORD11939,PROD109,3,129
1941,ORD11940,PROD101,5,899
1942,ORD11941,PROD114,5,25
1943,ORD11942,PROD105,1,110
1944,ORD11943,PROD103,5,59
1945,ORD11944,PROD112,3,199
1946,ORD11945,PROD102,2,199
1947,ORD11946,PROD102,1,199
1948,ORD11947,PROD101,3,899
1949,ORD11948,PROD110,1,80
1950,ORD11949,PROD101,5,899
1951,ORD11950,PROD113,1,149
1952,ORD11951,PROD111,3,59
1953,ORD11952,PROD109,4,129
1954,ORD11953,PROD101,2,899
1955,ORD11954,PROD108,5,229
1956,ORD11955,PROD107,4,399
1957,ORD11956,PROD100,2,999
1958,ORD11957,PROD105,4,110
1959,ORD11958,PROD100,1,999
1960,ORD11959,PROD112,3,199
1961,ORD11960,PROD104,2,120
1962,ORD11961,PROD109,1,129
1963,ORD11962,PROD111,5,59
1964,ORD11963,PROD111,3,59
1965,ORD11964,PROD101,1,899
1966,ORD11965,PROD105,4,110
1967,ORD11966,PROD107,3,399
1968,ORD11967,PROD107,4,399
1969,ORD11968,PROD106,4,99
1970,ORD11969,PROD112,1,199
1971,ORD11970,PROD100,1,999
1972,ORD11971,PROD102,1,199
1973,ORD11972,PROD100,5,999
1974,ORD11973,PROD111,2,59
1975,ORD11974,PROD109,3,129
1976,ORD11975,PROD104,4,120
1977,ORD11976,PROD105,5,110
1978,ORD11977,PROD113,2,149
1979,ORD11978,PROD106,1,99
1980,ORD11979,PROD112,3,199
1981,ORD11980,PROD114,2,25
1982,ORD11981,PROD107,2,399
1983,ORD11982,PROD105,3,110
1984,ORD11983,PROD107,1,399
1985,ORD11984,PROD111,3,59
1986,ORD11985,PROD102,4,199
1987,ORD11986,PROD111,5,59
1988,ORD11987,PROD114,1,25
1989,ORD11988,PROD104,5,120
1990,ORD11989,PROD112,5,199
1991,ORD11990,PROD114,3,25
1992,ORD11991,PROD109,3,129
1993,ORD11992,PROD100,4,999
1994,ORD11993,PROD113,1,149
1995,ORD11994,PROD113,1,149
1996,ORD11995,PROD106,1,99
1997,ORD11996,PROD101,1,899
1998,ORD11997,PROD101,3,899
1999,ORD11998,PROD107,2,399
2000,ORD11999,PROD107,2,399
2001,ORD12000,PROD104,3,120
2002,ORD12001,PROD112,1,199
2003,ORD12002,PROD113,4,149
2004,ORD12003,PROD112,3,199
2005,ORD12004,PROD102,5,199
2006,ORD12005,PROD100,4,999
2007,ORD12006,PROD107,1,399
2008,ORD12007,PROD102,5,199
2009,ORD12008,PROD112,1,199
2010,ORD12009,PROD109,2,129
2011,ORD12010,PROD111,5,59
2012,ORD12011,PROD109,3,129
2013,ORD12012,PROD105,3,110
2014,ORD12013,PROD105,5,110
2015,ORD12014,PROD111,4,59
2016,ORD12015,PROD114,2,25
2017,ORD12016,PROD114,2,25
2018,ORD12017,PROD113,1,149
2019,ORD12018,PROD103,2,59
2020,ORD12019,PROD112,4,199
2021,ORD12020,PROD113,2,149
2022,ORD12021,PROD111,5,59
2023,ORD12022,PROD111,3,59
2024,ORD12023,PROD105,3,110
2025,ORD12024,PROD110,3,80
2026,ORD12025,PROD107,3,399
2027,ORD12026,PROD107,4,399
2028,ORD12027,PROD110,1,80
2029,ORD12028,PROD114,5,25
2030,ORD12029,PROD111,4,59
2031,ORD12030,PROD113,2,149
2032,ORD12031,PROD104,5,120
2033,ORD12032,PROD108,4,229
2034,ORD12033,PROD110,2,80
2035,ORD12034,PROD106,5,99
2036,ORD12035,PROD113,2,149
2037,ORD12036,PROD105,3,110
2038,ORD12037,PROD114,1,25
2039,ORD12038,PROD109,4,129
2040,ORD12039,PROD112,4,199
2041,ORD12040,PROD112,4,199
2042,ORD12041,PROD111,1,59
2043,ORD12042,PROD109,3,129
2044,ORD12043,PROD111,2,59
2045,ORD12044,PROD110,4,80
2046,ORD12045,PROD112,3,199
2047,ORD12046,PROD100,1,999
2048,ORD12047,PROD113,5,149
2049,ORD12048,PROD111,4,59
2050,ORD12049,PROD114,1,25
2051,ORD12050,PROD107,4,399
2052,ORD12051,PROD109,1,129
2053,ORD12052,PROD104,5,120
2054,ORD12053,PROD103,4,59
2055,ORD12054,PROD112,2,199
2056,ORD12055,PROD113,3,149
2057,ORD12056,PROD113,2,149
2058,ORD12057,PROD104,4,120
2059,ORD12058,PROD101,5,899
2060,ORD12059,PROD111,5,59
2061,ORD12060,PROD102,2,199
2062,ORD12061,PROD114,2,25
2063,ORD12062,PROD110,3,80
2064,ORD12063,PROD110,4,80
2065,ORD12064,PROD105,3,110
2066,ORD12065,PROD113,1,149
2067,ORD12066,PROD100,1,999
2068,ORD12067,PROD103,4,59
2069,ORD12068,PROD113,3,149
2070,ORD12069,PROD105,1,110
2071,ORD12070,PROD109,4,129
2072,ORD12071,PROD105,1,110
2073,ORD12072,PROD105,2,110
2074,ORD12073,PROD111,5,59
2075,ORD12074,PROD111,1,59
2076,ORD12075,PROD109,2,129
2077,ORD12076,PROD102,4,199
2078,ORD12077,PROD105,5,110
2079,ORD12078,PROD108,4,229
2080,ORD12079,PROD103,3,59
2081,ORD12080,PROD111,4,59
2082,ORD12081,PROD105,5,110
2083,ORD12082,PROD103,2,59
2084,ORD12083,PROD102,5,199
2085,ORD12084,PROD107,5,399
2086,ORD12085,PROD105,3,110
2087,ORD12086,PROD109,4,129
2088,ORD12087,PROD109,1,129
2089,ORD12088,PROD102,4,199
2090,ORD12089,PROD109,1,129
2091,ORD12090,PROD109,5,129
2092,ORD12091,PROD111,3,59
2093,ORD12092,PROD113,2,149
2094,ORD12093,PROD109,4,129
2095,ORD12094,PROD107,1,399
2096,ORD12095,PROD110,4,80
2097,ORD12096,PROD100,3,999
2098,ORD12097,PROD113,2,149
2099,ORD12098,PROD107,2,399
2100,ORD12099,PROD102,1,199
2101,ORD12100,PROD105,3,110
2102,ORD12101,PROD105,5,110
2103,ORD12102,PROD114,3,25
2104,ORD12103,PROD113,3,149
2105,ORD12104,PROD100,4,999
2106,ORD12105,PROD107,1,399
2107,ORD12106,PROD108,3,229
2108,ORD12107,PROD114,4,25
2109,ORD12108,PROD114,4,25
2110,ORD12109,PROD101,4,899
2111,ORD12110,PROD106,1,99
2112,ORD12111,PROD106,5,99
2113,ORD12112,PROD109,2,129
2114,ORD12113,PROD102,3,199
2115,ORD12114,PROD103,2,59
2116,ORD12115,PROD100,5,999
2117,ORD12116,PROD101,2,899
2118,ORD12117,PROD105,4,110
2119,ORD12118,PROD101,1,899
2120,ORD12119,PROD113,3,149
2121,ORD12120,PROD111,2,59
2122,ORD12121,PROD111,5,59
2123,ORD12122,PROD104,2,120
2124,ORD12123,PROD112,2,199
2125,ORD12124,PROD114,2,25
2126,ORD12125,PROD108,1,229
2127,ORD12126,PROD101,2,899
2128,ORD12127,PROD103,1,59
2129,ORD12128,PROD113,1,149
2130,ORD12129,PROD103,5,59
2131,ORD12130,PROD103,2,59
2132,ORD12131,PROD102,2,199
2133,ORD12132,PROD114,3,25
2134,ORD12133,PROD101,2,899
2135,ORD12134,PROD109,2,129
2136,ORD12135,PROD108,2,229
2137,ORD12136,PROD109,2,129
2138,ORD12137,PROD104,1,120
2139,ORD12138,PROD102,5,199
2140,ORD12139,PROD110,2,80
2141,ORD12140,PROD105,4,110
2142,ORD12141,PROD105,3,110
2143,ORD12142,PROD107,4,399
2144,ORD12143,PROD113,4,149
2145,ORD12144,PROD108,3,229
2146,ORD12145,PROD111,1,59
2147,ORD12146,PROD103,5,59
2148,ORD12147,PROD108,1,229
2149,ORD12148,PROD114,3,25
2150,ORD12149,PROD113,2,149
2151,ORD12150,PROD113,1,149
2152,ORD12151,PROD111,1,59
2153,ORD12152,PROD114,4,25
2154,ORD12153,PROD107,1,399
2155,ORD12154,PROD110,4,80
2156,ORD12155,PROD109,3,129
2157,ORD12156,PROD103,1,59
2158,ORD12157,PROD107,5,399
2159,ORD12158,PROD102,1,199
2160,ORD12159,PROD114,3,25
2161,ORD12160,PROD107,3,399
2162,ORD12161,PROD100,5,999
2163,ORD12162,PROD109,5,129
2164,ORD12163,PROD104,2,120
2165,ORD12164,PROD104,4,120
2166,ORD12165,PROD102,2,199
2167,ORD12166,PROD103,3,59
2168,ORD12167,PROD109,4,129
2169,ORD12168,PROD104,3,120
2170,ORD12169,PROD106,5,99
2171,ORD12170,PROD110,1,80
2172,ORD12171,PROD102,3,199
2173,ORD12172,PROD105,5,110
2174,ORD12173,PROD104,2,120
2175,ORD12174,PROD106,5,99
2176,ORD12175,PROD109,5,129
2177,ORD12176,PROD111,4,59
2178,ORD12177,PROD110,3,80
2179,ORD12178,PROD107,5,399
2180,ORD12179,PROD107,2,399
2181,ORD12180,PROD105,4,110
2182,ORD12181,PROD104,3,120
2183,ORD12182,PROD109,5,129
2184,ORD12183,PROD106,3,99
2185,ORD12184,PROD107,4,399
2186,ORD12185,PROD111,3,59
2187,ORD12186,PROD102,5,199
2188,ORD12187,PROD113,5,149
2189,ORD12188,PROD106,4,99
2190,ORD12189,PROD100,4,999
2191,ORD12190,PROD104,4,120
2192,ORD12191,PROD106,3,99
2193,ORD12192,PROD113,4,149
2194,ORD12193,PROD101,1,899
2195,ORD12194,PROD106,3,99
2196,ORD12195,PROD112,3,199
2197,ORD12196,PROD100,1,999
2198,ORD12197,PROD102,5,199
2199,ORD12198,PROD108,2,229
2200,ORD12199,PROD110,1,80
2201,ORD12200,PROD103,5,59
2202,ORD12201,PROD106,4,99
2203,ORD12202,PROD104,1,120
2204,ORD12203,PROD102,2,199
2205,ORD12204,PROD101,4,899
2206,ORD12205,PROD103,4,59
2207,ORD12206,PROD104,4,120
2208,ORD12207,PROD112,1,199
2209,ORD12208,PROD112,4,199
2210,ORD12209,PROD105,5,110
2211,ORD12210,PROD108,1,229
2212,ORD12211,PROD102,4,199
2213,ORD12212,PROD107,2,399
2214,ORD12213,PROD104,4,120
2215,ORD12214,PROD110,2,80
2216,ORD12215,PROD106,1,99
2217,ORD12216,PROD100,4,999
2218,ORD12217,PROD110,5,80
2219,ORD12218,PROD103,2,59
2220,ORD12219,PROD105,5,110
2221,ORD12220,PROD113,5,149
2222,ORD12221,PROD105,3,110
2223,ORD12222,PROD112,1,199
2224,ORD12223,PROD109,2,129
2225,ORD12224,PROD104,2,120
2226,ORD12225,PROD109,2,129
2227,ORD12226,PROD100,2,999
2228,ORD12227,PROD104,4,120
2229,ORD12228,PROD103,1,59
2230,ORD12229,PROD110,2,80
2231,ORD12230,PROD107,5,399
2232,ORD12231,PROD112,3,199
2233,ORD12232,PROD112,2,199
2234,ORD12233,PROD104,1,120
2235,ORD12234,PROD107,5,399
2236,ORD12235,PROD101,1,899
2237,ORD12236,PROD108,2,229
2238,ORD12237,PROD105,1,110
2239,ORD12238,PROD108,2,229
2240,ORD12239,PROD101,4,899
2241,ORD12240,PROD106,3,99
2242,ORD12241,PROD110,4,80
2243,ORD12242,PROD111,4,59
2244,ORD12243,PROD105,1,110
2245,ORD12244,PROD103,3,59
2246,ORD12245,PROD101,1,899
2247,ORD12246,PROD107,4,399
2248,ORD12247,PROD109,1,129
2249,ORD12248,PROD105,2,110
2250,ORD12249,PROD102,2,199
2251,ORD12250,PROD101,4,899
2252,ORD12251,PROD104,2,120
2253,ORD12252,PROD103,5,59
2254,ORD12253,PROD110,5,80
2255,ORD12254,PROD101,2,899
2256,ORD12255,PROD114,3,25
2257,ORD12256,PROD101,1,899
2258,ORD12257,PROD103,4,59
2259,ORD12258,PROD112,2,199
2260,ORD12259,PROD100,1,999
2261,ORD12260,PROD101,5,899
2262,ORD12261,PROD108,1,229
2263,ORD12262,PROD100,3,999
2264,ORD12263,PROD100,1,999
2265,ORD12264,PROD112,3,199
2266,ORD12265,PROD103,1,59
2267,ORD12266,PROD107,1,399
2268,ORD12267,PROD113,3,149
2269,ORD12268,PROD105,3,110
2270,ORD12269,PROD104,4,120
2271,ORD12270,PROD111,4,59
2272,ORD12271,PROD104,3,120
2273,ORD12272,PROD101,2,899
2274,ORD12273,PROD100,1,999
2275,ORD12274,PROD108,5,229
2276,ORD12275,PROD106,3,99
2277,ORD12276,PROD111,1,59
2278,ORD12277,PROD113,1,149
2279,ORD12278,PROD105,3,110
2280,ORD12279,PROD107,2,399
2281,ORD12280,PROD102,2,199
2282,ORD12281,PROD110,1,80
2283,ORD12282,PROD101,4,899
2284,ORD12283,PROD102,1,199
2285,ORD12284,PROD103,3,59
2286,ORD12285,PROD113,2,149
2287,ORD12286,PROD101,4,899
2288,ORD12287,PROD113,5,149
2289,ORD12288,PROD114,2,25
2290,ORD12289,PROD114,1,25
2291,ORD12290,PROD103,1,59
2292,ORD12291,PROD103,1,59
2293,ORD12292,PROD110,2,80
2294,ORD12293,PROD103,5,59
2295,ORD12294,PROD100,1,999
2296,ORD12295,PROD105,4,110
2297,ORD12296,PROD114,4,25
2298,ORD12297,PROD113,4,149
2299,ORD12298,PROD114,1,25
2300,ORD12299,PROD110,1,80
2301,ORD12300,PROD102,5,199
2302,ORD12301,PROD109,5,129
2303,ORD12302,PROD113,3,149
2304,ORD12303,PROD110,1,80
2305,ORD12304,PROD106,3,99
2306,ORD12305,PROD103,1,59
2307,ORD12306,PROD113,3,149
2308,ORD12307,PROD107,4,399
2309,ORD12308,PROD114,4,25
2310,ORD12309,PROD100,3,999
2311,ORD12310,PROD112,4,199
2312,ORD12311,PROD109,1,129
2313,ORD12312,PROD112,5,199
2314,ORD12313,PROD100,1,999
2315,ORD12314,PROD100,3,999
2316,ORD12315,PROD104,1,120
2317,ORD12316,PROD114,1,25
2318,ORD12317,PROD112,3,199
2319,ORD12318,PROD108,2,229
2320,ORD12319,PROD110,1,80
2321,ORD12320,PROD101,4,899
2322,ORD12321,PROD106,2,99
2323,ORD12322,PROD101,2,899
2324,ORD12323,PROD100,5,999
2325,ORD12324,PROD111,3,59
2326,ORD12325,PROD111,5,59
2327,ORD12326,PROD106,3,99
2328,ORD12327,PROD103,4,59
2329,ORD12328,PROD110,5,80
2330,ORD12329,PROD106,1,99
2331,ORD12330,PROD111,1,59
2332,ORD12331,PROD110,4,80
2333,ORD12332,PROD110,2,80
2334,ORD12333,PROD107,4,399
2335,ORD12334,PROD106,3,99
2336,ORD12335,PROD109,1,129
2337,ORD12336,PROD107,5,399
2338,ORD12337,PROD104,3,120
2339,ORD12338,PROD110,5,80
2340,ORD12339,PROD101,1,899
2341,ORD12340,PROD109,4,129
2342,ORD12341,PROD110,1,80
2343,ORD12342,PROD102,3,199
2344,ORD12343,PROD101,1,899
2345,ORD12344,PROD107,1,399
2346,ORD12345,PROD104,5,120
2347,ORD12346,PROD102,1,199
2348,ORD12347,PROD113,2,149
2349,ORD12348,PROD103,4,59
2350,ORD12349,PROD104,5,120
2351,ORD12350,PROD113,4,149
2352,ORD12351,PROD109,2,129
2353,ORD12352,PROD112,5,199
2354,ORD12353,PROD104,3,120
2355,ORD12354,PROD102,5,199
2356,ORD12355,PROD109,3,129
2357,ORD12356,PROD103,3,59
2358,ORD12357,PROD112,1,199
2359,ORD12358,PROD101,3,899
2360,ORD12359,PROD114,1,25
2361,ORD12360,PROD105,3,110
2362,ORD12361,PROD103,3,59
2363,ORD12362,PROD107,3,399
2364,ORD12363,PROD107,2,399
2365,ORD12364,PROD105,3,110
2366,ORD12365,PROD111,3,59
2367,ORD12366,PROD109,3,129
2368,ORD12367,PROD105,5,110
2369,ORD12368,PROD111,4,59
2370,ORD12369,PROD111,4,59
2371,ORD12370,PROD102,3,199
2372,ORD12371,PROD109,3,129
2373,ORD12372,PROD110,5,80
2374,ORD12373,PROD113,1,149
2375,ORD12374,PROD104,3,120
2376,ORD12375,PROD108,3,229
2377,ORD12376,PROD106,1,99
2378,ORD12377,PROD103,3,59
2379,ORD12378,PROD107,2,399
2380,ORD12379,PROD105,2,110
2381,ORD12380,PROD114,1,25
2382,ORD12381,PROD106,3,99
2383,ORD12382,PROD114,5,25
2384,ORD12383,PROD109,1,129
2385,ORD12384,PROD107,2,399
2386,ORD12385,PROD103,5,59
2387,ORD12386,PROD111,3,59
2388,ORD12387,PROD103,5,59
2389,ORD12388,PROD113,3,149
2390,ORD12389,PROD109,3,129
2391,ORD12390,PROD113,4,149
2392,ORD12391,PROD106,5,99
2393,ORD12392,PROD113,4,149
2394,ORD12393,PROD108,1,229
2395,ORD12394,PROD113,5,149
2396,ORD12395,PROD107,3,399
2397,ORD12396,PROD109,4,129
2398,ORD12397,PROD106,4,99
2399,ORD12398,PROD109,5,129
2400,ORD12399,PROD105,1,110
2401,ORD12400,PROD103,3,59
2402,ORD12401,PROD104,1,120
2403,ORD12402,PROD101,1,899
2404,ORD12403,PROD111,4,59
2405,ORD12404,PROD106,1,99
2406,ORD12405,PROD111,1,59
2407,ORD12406,PROD111,5,59
2408,ORD12407,PROD107,1,399
2409,ORD12408,PROD113,3,149
2410,ORD12409,PROD101,2,899
2411,ORD12410,PROD105,5,110
2412,ORD12411,PROD106,4,99
2413,ORD12412,PROD104,5,120
2414,ORD12413,PROD109,4,129
2415,ORD12414,PROD113,2,149
2416,ORD12415,PROD109,1,129
2417,ORD12416,PROD106,4,99
2418,ORD12417,PROD103,2,59
2419,ORD12418,PROD113,1,149
2420,ORD12419,PROD100,2,999
2421,ORD12420,PROD104,3,120
2422,ORD12421,PROD110,3,80
2423,ORD12422,PROD108,1,229
2424,ORD12423,PROD103,2,59
2425,ORD12424,PROD102,4,199
2426,ORD12425,PROD112,1,199
2427,ORD12426,PROD103,4,59
2428,ORD12427,PROD104,5,120
2429,ORD12428,PROD108,2,229
2430,ORD12429,PROD113,4,149
2431,ORD12430,PROD106,1,99
2432,ORD12431,PROD114,1,25
2433,ORD12432,PROD112,4,199
2434,ORD12433,PROD102,3,199
2435,ORD12434,PROD100,4,999
2436,ORD12435,PROD103,5,59
2437,ORD12436,PROD103,4,59
2438,ORD12437,PROD114,3,25
2439,ORD12438,PROD106,2,99
2440,ORD12439,PROD106,4,99
2441,ORD12440,PROD109,1,129
2442,ORD12441,PROD107,4,399
2443,ORD12442,PROD107,1,399
2444,ORD12443,PROD103,1,59
2445,ORD12444,PROD114,3,25
2446,ORD12445,PROD109,1,129
2447,ORD12446,PROD114,4,25
2448,ORD12447,PROD112,3,199
2449,ORD12448,PROD100,4,999
2450,ORD12449,PROD114,2,25
2451,ORD12450,PROD114,5,25
2452,ORD12451,PROD112,3,199
2453,ORD12452,PROD108,3,229
2454,ORD12453,PROD108,2,229
2455,ORD12454,PROD114,3,25
2456,ORD12455,PROD108,3,229
2457,ORD12456,PROD107,1,399
2458,ORD12457,PROD106,1,99
2459,ORD12458,PROD101,4,899
2460,ORD12459,PROD110,2,80
2461,ORD12460,PROD105,3,110
2462,ORD12461,PROD109,5,129
2463,ORD12462,PROD100,1,999
2464,ORD12463,PROD106,2,99
2465,ORD12464,PROD111,1,59
2466,ORD12465,PROD107,2,399
2467,ORD12466,PROD110,4,80
2468,ORD12467,PROD103,5,59
2469,ORD12468,PROD103,3,59
2470,ORD12469,PROD112,2,199
2471,ORD12470,PROD110,5,80
2472,ORD12471,PROD103,4,59
2473,ORD12472,PROD100,4,999
2474,ORD12473,PROD100,5,999
2475,ORD12474,PROD113,3,149
2476,ORD12475,PROD105,3,110
2477,ORD12476,PROD113,1,149
2478,ORD12477,PROD111,5,59
2479,ORD12478,PROD112,4,199
2480,ORD12479,PROD105,3,110
2481,ORD12480,PROD113,1,149
2482,ORD12481,PROD114,5,25
2483,ORD12482,PROD110,2,80
2484,ORD12483,PROD106,2,99
2485,ORD12484,PROD104,2,120
2486,ORD12485,PROD105,4,110
2487,ORD12486,PROD109,1,129
2488,ORD12487,PROD108,3,229
2489,ORD12488,PROD104,2,120
2490,ORD12489,PROD107,2,399
2491,ORD12490,PROD114,2,25
2492,ORD12491,PROD113,3,149
2493,ORD12492,PROD114,2,25
2494,ORD12493,PROD110,1,80
2495,ORD12494,PROD110,2,80
2496,ORD12495,PROD111,4,59
2497,ORD12496,PROD114,4,25
2498,ORD12497,PROD110,5,80
2499,ORD12498,PROD104,4,120
2500,ORD12499,PROD107,4,399
2501,ORD12500,PROD108,2,229
2502,ORD12501,PROD113,4,149
2503,ORD12502,PROD107,3,399
2504,ORD12503,PROD112,2,199
2505,ORD12504,PROD106,4,99
2506,ORD12505,PROD108,1,229
2507,ORD12506,PROD104,5,120
2508,ORD12507,PROD103,5,59
2509,ORD12508,PROD110,4,80
2510,ORD12509,PROD100,1,999
2511,ORD12510,PROD107,3,399
2512,ORD12511,PROD114,4,25
2513,ORD12512,PROD100,5,999
2514,ORD12513,PROD104,5,120
2515,ORD12514,PROD111,2,59
2516,ORD12515,PROD110,1,80
2517,ORD12516,PROD107,4,399
2518,ORD12517,PROD107,2,399
2519,ORD12518,PROD110,1,80
2520,ORD12519,PROD109,4,129
2521,ORD12520,PROD110,3,80
2522,ORD12521,PROD106,2,99
2523,ORD12522,PROD100,2,999
2524,ORD12523,PROD112,2,199
2525,ORD12524,PROD108,4,229
2526,ORD12525,PROD108,3,229
2527,ORD12526,PROD106,4,99
2528,ORD12527,PROD108,1,229
2529,ORD12528,PROD102,3,199
2530,ORD12529,PROD101,3,899
2531,ORD12530,PROD111,4,59
2532,ORD12531,PROD110,3,80
2533,ORD12532,PROD108,4,229
2534,ORD12533,PROD104,1,120
2535,ORD12534,PROD102,1,199
2536,ORD12535,PROD106,5,99
2537,ORD12536,PROD108,1,229
2538,ORD12537,PROD100,5,999
2539,ORD12538,PROD111,4,59
2540,ORD12539,PROD105,1,110
2541,ORD12540,PROD111,2,59
2542,ORD12541,PROD100,5,999
2543,ORD12542,PROD111,4,59
2544,ORD12543,PROD108,2,229
2545,ORD12544,PROD100,4,999
2546,ORD12545,PROD101,1,899
2547,ORD12546,PROD114,1,25
2548,ORD12547,PROD107,3,399
2549,ORD12548,PROD104,3,120
2550,ORD12549,PROD105,5,110
2551,ORD12550,PROD110,3,80
2552,ORD12551,PROD101,4,899
2553,ORD12552,PROD111,1,59
2554,ORD12553,PROD107,1,399
2555,ORD12554,PROD111,1,59
2556,ORD12555,PROD101,1,899
2557,ORD12556,PROD104,1,120
2558,ORD12557,PROD101,4,899
2559,ORD12558,PROD114,4,25
2560,ORD12559,PROD102,5,199
2561,ORD12560,PROD102,1,199
2562,ORD12561,PROD100,5,999
2563,ORD12562,PROD107,3,399
2564,ORD12563,PROD111,5,59
2565,ORD12564,PROD108,2,229
2566,ORD12565,PROD105,4,110
2567,ORD12566,PROD110,2,80
2568,ORD12567,PROD110,3,80
2569,ORD12568,PROD104,2,120
2570,ORD12569,PROD104,5,120
2571,ORD12570,PROD114,4,25
2572,ORD12571,PROD106,2,99
2573,ORD12572,PROD100,1,999
2574,ORD12573,PROD112,3,199
2575,ORD12574,PROD101,4,899
2576,ORD12575,PROD109,5,129
2577,ORD12576,PROD111,2,59
2578,ORD12577,PROD113,2,149
2579,ORD12578,PROD102,3,199
2580,ORD12579,PROD111,1,59
2581,ORD12580,PROD108,3,229
2582,ORD12581,PROD114,1,25
2583,ORD12582,PROD103,1,59
2584,ORD12583,PROD106,3,99
2585,ORD12584,PROD111,3,59
2586,ORD12585,PROD109,3,129
2587,ORD12586,PROD102,4,199
2588,ORD12587,PROD106,3,99
2589,ORD12588,PROD107,2,399
2590,ORD12589,PROD108,5,229
2591,ORD12590,PROD101,5,899
2592,ORD12591,PROD100,2,999
2593,ORD12592,PROD114,1,25
2594,ORD12593,PROD112,1,199
2595,ORD12594,PROD109,1,129
2596,ORD12595,PROD100,5,999
2597,ORD12596,PROD106,3,99
2598,ORD12597,PROD102,4,199
2599,ORD12598,PROD114,3,25
2600,ORD12599,PROD101,1,899
2601,ORD12600,PROD103,4,59
2602,ORD12601,PROD100,4,999
2603,ORD12602,PROD103,1,59
2604,ORD12603,PROD106,1,99
2605,ORD12604,PROD103,1,59
2606,ORD12605,PROD101,3,899
2607,ORD12606,PROD114,1,25
2608,ORD12607,PROD108,1,229
